judul,konten,label,url,sumber,kategori,text_length,title_length,created_timestamp
Proses Penempatan 24 Dubes Tunggu Persetujuan Negara Tujuan,"JAKARTA, KOMPAS.com- Wakil Menteri Luar Negeri RI,Arif Havas Oegroseno, mengatakan penempatan 24 pejabat duta besar untuk negara-negara sahabat tinggal menunggu persetujuan. ""Sekarang kan harus nungguagreement. Jadi biasanya kalau proses Duta Besar itu setelah difit and proper, selanjutnya adalah nunggu surat (persetujuan) dari negara asal, negara tujuan lah gitu,"" ucap Havas saat ditemui di kawasan Ampera Raya, Jakarta, Sabtu (19/7/2025). Dia mengatakan ada beberapa duta besar yang ditugaskan di negara-negara Nordic atau Skandinavia. Mereka lebih dulu mendapat surat persetujuan dan bisa langsung bertugas. ""Lupa saya, di Nordic sepertinya,"" ucapnya. Sedangkan tempat krusial seperti Amerika Serikat (AS), Havas menyebut masih dalam proses. ""Pak Indro belum. Belum kan barufit and proper,"" ucapnya lagi. Sebagai informasi, pemerintah dan DPR telah memproses penunjukan duta besar untuk 24 posisi negara-negara sahabat dan kantor organisasi internasional. Berikut adalah nama 24 calon dubes: 1. Abdul Kadir Jaelani – Calon Dubes RI untuk Jerman (Berlin) 2. Redianto Heru Nurcahyo – Calon Dubes RI untuk Slovakia (Bratislava) 3. Umar Hadi – Calon Kepala PTRI New York 4. Hotmangaradja Pandjaitan – Calon Dubes RI untuk Singapura 5. Nurmala Kartini Sjahrir – Calon Dubes RI untuk Jepang (Tokyo) 6. Indroyono Soesilo – Calon Dubes RI untuk Amerika Serikat (Washington DC) 7. Adam Mulawarman Tugio – Calon Dubes RI untuk Vietnam (Hanoi)",REAL,https://nasional.kompas.com/read/2025/07/19/13583611/proses-penempatan-24-dubes-tunggu-persetujuan-negara-tujuan,Kompas.com,News,1438,59,2025-07-19 08:13:17
"Wamenlu: Kalau MK Katakan Tak Boleh Rangkap Jabatan, Ya Bagaimana Lagi?","JAKARTA, KOMPAS.com-Wakil Menteri Luar Negeri, Arif Havas Oegroseno, mengatakan akan patuh pada putusanMahkamah Konstitusi(MK) yang melarangrangkap jabatanwamen menjadi komisaris Badan Usaha Milik Negara (BUMN). ""Kalau MK mengatakan nggak boleh rangkap, ya bagaimana lagi? Sesuailaw and regulationya,"" kata Havas saat ditemui usai acara diskusi publik Kantor Komunikasi Presiden di Jl Ampera Raya, Jakarta Selatan, Sabtu (19/7/2025). Namun, Havas memahami tidak ada putusan Mahkamah Konstitusi yang secara eksplisit melarang wamen rangkap jabatan. Dia sempat menyinggung putusan 21/PUU-XXIII/2025 yang amar putusannya tidak menegaskan larangan rangkap jabatan wamen. Menurut Havas, putusan MK hanya dimaknai dari amar putusan, bukan dari pertimbangan hukum di dalamnya. Sebab itu, dia akan mengikuti sesuai dengan amar yang telah diputuskan, yakni gugatan soal rangkap jabatan tidak diterima MK. ""Ya ini kan keputusan MK (nyatakan tidak diterima), kita ikut MKaja,"" tandasnya. Diketahui, Arif Havas Oegroseno merupakan satu dari 30 wakil menteri yang mendapat jatah jabatan komisaris di BUMN. Havas didapuk sebagai komisaris untuk PT Pertamina International Shipping. Adapun putusan MK terkait larangan wamen rangkap jabatan disinggung kembali dalam putusan 21/PUU-XXIII/2025 yang disidangkan pada 17 Juli 2025. Dalam putusan ini ditulis posita pemohon yang menyebutkan putusan MK nomor 80/PUU-XVII/2019 sebagai dalil agar praktik wamen rangkap jabatan yang masih marak terjadi kembali ditegaskan untuk dilarang. PenelusuranKompas.commenunjukkan bahwa putusan MK 80/PUU-XVII/2019 yang dimaksud berkaitan dengan pertimbangan MK yang menegaskan larangan rangkap jabatan untuk wakil menteri. Putusan ini mengatakan, jabatan menteri dan wakil menteri sama-sama ditunjuk oleh presiden sehingga memiliki status yang sama. ""Dengan status demikian, maka seluruh larangan rangkap jabatan yang berlaku bagi menteri sebagaimana diatur dalam Pasal 23 UU 39/2008 berlaku pula bagi wakil menteri,"" tulis putusan 80/2019 itu.",REAL,https://nasional.kompas.com/read/2025/07/19/13474481/wamenlu-kalau-mk-katakan-tak-boleh-rangkap-jabatan-ya-bagaimana-lagi,Kompas.com,News,2010,71,2025-07-19 08:13:17
Cerita Pendiri PSI Minta Dibuatkan Logo ke Jokowi,"SOLO, KOMPAS.com- Pendiri sekaligus Ketua Dewan Pembina Partai Solidaritas Indonesia (PSI)Jeffrie Geovaniemenceritakan pernah meminta dibuatkanlogo partaikepada Presiden ke-7 RI Joko Widodo (Jokowi). Awalnya, Jeffrie menceritakan dirinya diajak membangun partai oleh pendiri PSI lainnya, Grace Natalie, Raja Juli Antoni, hingga Isyana Bagoes Oka, pada tahun 2012. Namun, ia baru menyetujui ajakan itu pada tahun 2014. Kala itu, banyak yang mengusulkan agar Presiden ke-7 RI Joko Widodo (Jokowi) memilihkan logo untuk PSI. ""(2014) Memutuskan kemudian untuk mendirikan PSI. Teman-teman mengusulkan agar kita menemui Pak Jokowi. Meminta Pak Jokowi untuk memilihkan logo buat kita. Meminta Pak Jokowi untuk memberikan nama untuk partai kita,"" ungkap Jeffrie di Kongres PSI di Solo, Jawa Tengah, Sabtu (19/7/2025). Akan tetapi, Jeffrie menilai bahwa pada tahun 2014, Jokowi sedang fokus mengurus negara, sebab ia baru terpilih menjadi Kepala Negara. ""Pak Jokowi baru saja dilantik sebagai Presiden. Tentu dia akan lebih memprioritaskan waktu, pikiran, dan energinya untuk bangsa ini. Untuk memulai membangun negara ini,"" ujarnya. ""Terus kita tiba-tiba datang atas mimpi besar kita minta dia memikirkan logo buat partai kita, memikirkan nama buat partai kita. Saya rasa sih kalian terlalu kepedean, saya bilang,"" sambung dia. Akhirnya, PSI pun memilih nama dan logo partainya sendiri pada masa itu. Menurut Jeffrie, jika PSI sudah jadi partai besar, barulah ia mempersilakan kadernya mengganggu Jokowi. ""Baru kalau partai ini mulai dipercaya oleh masyarakat. Bolehlah saat itu kita mengganggu Pak Jokowi. Saya sampaikan seperti itu dan itu terjadi,"" tuturnya. Jika pada akhirnya Jokowi jatuh hati dengan PSI namun keberatan dengan logonya, PSI pun tak keberatan logo itu diubah. ""Karena saya sampaikan juga, kalau nanti Pak Jokowi sudah jatuh hati sama PSI dan agak kurang sreg sama logonya. Saya rasa juga bukan masalah penting mengganti logo itu. Kan ini bukan kitab suci yang tidak boleh diamendemen,"" ujarnya. Menurut Jeffrie, kini PSI sudah punya logo baru yang sangat bagus. Adapunlogo baru PSIkini bergambar gajah dari samping dengan belalai ke atas serta bernuansa warna putih, hitam, dan merah. ""Dan hari ini terbukti kita punya logo yang begitu bagus. Kita punya logo yang luar biasa dengantaglineSuper TBK. Karena betul-betul hari ini partai kita adalah Partai Super Tbk,"" tegasnya.",REAL,https://nasional.kompas.com/read/2025/07/19/13385291/cerita-pendiri-psi-minta-dibuatkan-logo-ke-jokowi,Kompas.com,News,2387,49,2025-07-19 08:13:17
Pendiri PSI Cerita Ade Armando Dapat Belasan Jahitan: Nyaris Saja...,"SOLO, KOMPAS.com- Dalam suasana santai KongresPSI2025, pendiri PSI menyapa kehadiranAde Armandosebagai sosok paling tidak disukai orang dan pernah menjadi korban perseteruan politik “cebong versus kampret”. “Ada list tokoh-tokoh PSI (yang harus disapa Jeffrie dalam pidato sambutan), yang paling populer dan banyak tidak disukai orang, Saudara Ade Armando,” kata pendiri sekaligus Ketua Dewan Pembina PSI Jeffrie Geovanni di arena Kongres, Gedung Graha Saba Buana, Kecamatan Banjarsari, Solo, Sabtu (19/7/2025). Ade Armando yang berkemeja putih terlihat berdiri, tersenyum dan mengangkat tanganya untuk memberi salam ke arah para hadirin yang bertepuk tangan. “Saking tidak disukai, nyaris, nyaris saja dalam hidupnya…,” kata Jeffrie. Setelah selesai menuntaskan nama-nama yang perlu dia sapa diKongres PSI 2025ini, Jeffrie mengulas perseteruan cebong versus kampret pada suasana Pilpres 2014 hingga 2019 silam. Nama Ade Armando kembali disebut Jeffrie. Ade Armando disebut sebagai korban dari perseteruan politik kala itu. “Saya enggak kebayang cebong sama kampret bisa berseteru, tapi itu terjadi,” kata Jeffrie. Dok YouTube PSIAde Armando di Kongres PSI 2025 (Dok YouTube PSI) Pada Pilpres 2014 hingga 2019, istilah cebong saat itu dipahami masyarakat sebagai pendukung Joko Widodo (Jokowi) dan istilah kampret adalah pendukung Prabowo Subianto. Ade Armando disebut sebagai pembela Jokowi yang mengalami luka hingga harus mendapat perawatan medis. “Bang Ade yang mengalami juga sebagai cebong masuk rumah sakit dengan sekian belas jahitan,” kata Jeffrie dalam suasana santai. Dia bersyukur, dua capres yang berseteru di masa lalu yakni Jokowi dan Prabowo kini bisa bersatu. Soal Ade Armando, politikus PSI itu dulu pernah dipukuli massa pada 11 April 2022. Konteksnya adalah saat unjuk rasa menolak wacana perpanjangan masa jabatan Presiden tiga periode.",REAL,https://nasional.kompas.com/read/2025/07/19/13240331/pendiri-psi-cerita-ade-armando-dapat-belasan-jahitan-nyaris-saja,Kompas.com,News,1857,68,2025-07-19 08:13:17
SBY Dirawat di RSPAD Gatot Soebroto,"JAKARTA, KOMPAS.com- Presiden ke-6 RI Soesilo Bambang Yudhoyono (SBY) sedang dirawat di Rumah Sakit Pusat Angkatan Darat (RSPAD) Gatot Soebroto. “Sahabat semua, saat ini Bapak SBY sedang menjalani perawatan di RSPD Gatot Soebroto,” demikian bunyi keterangan di unggahan akun Instagram bercentang biru yang mengenang almarhumah Ani Yudhoyono, istri SBY, @aniyudhoyono, Sabtu (19/7/2025) siang. Informasi dari akun Instagram ""Ani Yudhoyono In Memoriam"" ini juga dibenarkan oleh Kepala Badan Komunikasi Strategis/Koordinator JubirPartai Demokrat, Herzaky Mahendra Putra. Akun Ani Yudhoyono menyampaikan bahwa kondisi kesehatan SBY menunjukkan perkembangan positif. “Alhamdulillah, kondisi beliau terus menunjukkan progres yang baik dan penanganan medis berjalan lancar,” tulis akun Instagram Ani Yudhoyono. Akun ini mengunggah foto SBY yang duduk dan diinfus tangan kanannya, namun tangan kirinya melukis menghadap kanvas. “Tapi ada satu hal yang beliau rindukan, yaitu melukis. Karena itulah, pagi ini seperangkat alat lukis digelar di kamar perawatan,” kata akun itu. Lukisan yang SBY bikin adalah lukisan pemandangan berwarna hijau, dengan perbukitan di berwarna cokelat di belakangnya. Lukisan itu dikatakan masih perlu diberi sentuhan akhir. “Mohon doa terbaik dari sahabat semua agar Bapak SBY lekas pulih dan bisa kembali beraktivitas seperti biasa. Terima kasih atas perhatian dan dukungannya,” tulis akun Instagram Ani Yudhoyono.",REAL,https://nasional.kompas.com/read/2025/07/19/12303531/sby-dirawat-di-rspad-gatot-soebroto,Kompas.com,News,1435,35,2025-07-19 08:13:17
"Anies Baswedan Disebut-sebut di Kongres PSI 2025, Solo","SURAKARTA, KOMPAS.com- Di arena KongresPSI2025, namaAnies Baswedandisebut-sebut oleh pendiri partai politik ini,Jeffrie Geovanie. Jeffrie selaku pendiri dan Ketua Dewan Pembina PSI menyapa nama-nama yang harus dia sapa, salah satunya adalah Raja Juli Antoni. “Yang terhormat para pendiri partai, Raja Juli Antoni,” kata Jeffrie di arena Kongres, Gedung Graha Saba Buana, Kecamatan Banjarsari,Solo, Sabtu (19/7/2025). Raja Juli kini adalah Sekretaris Jenderal PSI dan menjabat sebagai Menteri Kehutanan RI di kabinet Presiden Prabowo Subianto. Jeffrie mengenang 10 tahun lalu saat dia dan Raja Juli Antoni mendirikan PSI. Saat itu, Raja Juli Antoni baru selesai menyabet gelar Phd dari Australia. “Mungkin baru dua atau tiga bulan (Raja Juli Antoni) menjadi Direktur Eksekutif The Indonesia Institute (TII),” ujar Jeffrie. KOMPAS.COM/Fristin Intan SulistyowatiSekretaris Jenderal Partai Solidaritas Indonesia (PSI) Raja Juli Antoni. TII adalah lembaga penelitian kebijakan publik yang didirikan Jeffrie. Di TII, pernah pula ada Anies Baswedan. “Tempat ini (TII) kira-kira 10 tahun sebelumnya, 2004, Direktur Riset-nya namanya Anies Baswedan,” kata Jeffrie. Begitu nama Anies disebut, suara sorakan dan tepuk tangan singkat terdengar. “Jadi Bro Menteri kita ini (Raja Juli Antoni) jauh lebih keren lagi. Dia Direktur Eksekutif-nya 10 tahun setelah Anies Baswedan menjadi Direktur Research di The Indonesian Institute,” ujar Jeffrie. KOMPAS.com/Syakirun Ni'amMantan calon presiden (Capres) Anies Baswedan menghadiri sidang pleidoi dugaan korupsi importasi gula yang menjerat eks Menteri Perdagangan Thomas Trikasih Lembong di Pengadilan Tipikor Jakarta Pusat, Rabu (9/7/2025). Jeffrie hendak menjelaskan bahwa Raja Juli Antoni lebih keren ketimbang Anies. “Jadi kalau beberapa bulan yang lalu dia menjadi Menteri Kehutanan, saya rasa biasa-biasa saja, bukan istimewa,” kata Jeffrie. “Karena yang 10 tahun sebelumnya (Anies) bisa menjadi Gubernur DKI, bisa menjadi salah satu kontestan calon presiden,” ujarnya, disambut tepuk tangan para hadirin. Raja Juli Antoni terlihat hadir di arena Kongres, duduk dekat dengan Kaesang Pangarep.",REAL,https://nasional.kompas.com/read/2025/07/19/12010291/anies-baswedan-disebut-sebut-di-kongres-psi-2025-solo,Kompas.com,News,2130,54,2025-07-19 08:13:17
Suara Gajah Terdengar di Arena Kongres PSI 2025,"SOLO, KOMPAS.com-Suara gajahbergema di arena Kongres Partai Solidaritas Indonesia (PSI) di Graha Saba Buana, Solo, Jawa Tengah, Sabtu (19/7/2025). Momen ini terdengar usai para kaderPSImenyanyikan lagu mars partainya. PantauanKompas.com, tepat setelah lagu Mars PSI berakhir, terdengarsuara gajahmendering layaknya trompet Para kader PSI yang memakai kemeja putih di lokasi pun bersorak dan bertepuk tangan setelah mendengar suara gajah itu. Di awal acaraKongres PSIini juga dibuka dengan video gambar gajah dengan gading yang panjang sedang berjalan. Gajah tersebut kemudian bergerak seolah menginjak layar, kemudian muncul logo PSI yang baru di layar. Logo PSI yang awalnya berupa gambar mawar bernuansa merah kini berubah menjadi bentuk gajah dari samping dengan belalai mengarah ke atas, menggunakan nuansa warna putih, hitam, dan merah. Adapun acara Kongres PSI digelar untuk menetapkan ketua umum (ketum) baru. Selain itu, Kongres PSI juga dalam rangka melakukanrebranding partaidan lagu baru. Diketahui, acara Kongres PSI ini berlangsung 19-20 Juli 2025. Acara juga akan dihadiri Presiden RI Prabowo Subianto, Wakil Presiden RI Gibran Rakabuming, hingga Presiden ke-7 RI Joko Widodo (Jokowi).",REAL,https://nasional.kompas.com/read/2025/07/19/11313761/suara-gajah-terdengar-di-arena-kongres-psi-2025,Kompas.com,News,1199,47,2025-07-19 08:13:17
Mayat Perempuan Ditemukan di Cisauk dalam Kondisi Tangan Terborgol,"TANGERANG SELATAN, KOMPAS.com- Sesosok mayat ditemukan dalam kondisi mengenaskan di Kampung Lampung Kancil, Cibogo, Cisauk, Kabupaten Tangerang, Rabu (16/7/2025). Kapolsek CisaukAKP Dhady Arsya mengonfirmasi bahwa jasad tersebut adalah seorang perempuan muda berusia sekitar 20 hingga 25 tahun, dengan kondisi tangan terborgol. “Benar, tangannya terborgol,” ujar Dhady saat dikonfirmasiKompas.com, Jumat (18/7/2025). Dhady menyebut, dari hasil pemeriksaan awal, kuat dugaan korban merupakan korban pembunuhan. Namun, ia menegaskan bahwa motif pembunuhan hingga kini masih dalam proses pendalaman oleh kepolisian. “Ya, pembunuhan. Tapi motifnya belum diketahui,” kata Dhady. Saat ditemukan, jenazah dalam kondisi sudah membusuk sehingga menyulitkan identifikasi luka secara kasat mata. Dhady menegaskan, untuk memastikan adanya luka, pihaknya masih menunggu hasil forensik dari tim penyidik. “Kalau untuk luka-luka di tubuh saya belum bisa pastikan karena kondisi mayat sudah membusuk, jadi tidak bisa melihat. Yang dapat menjelaskan hasil forensik saja,” ucap dia. Sebelumnya, penemuan mayat tanpa identitas itu diunggah oleh akun Instagram@kabar.cisaukdan ramai di media sosial. Dalam unggahan tersebut, terlihat warga tengah berkumpul untuk melihat proses evakuasi yang dilakukan di sebuah lahan yang diduga tempat kejadian perkara (TKP). Di lokasi tersebut juga terlihat tim inafis datang dengan mobil bewarna oranye yang bertuliskan 'crime scene investigation polisi evidence response team' di bagian belakang mobil, serta tulisan 'Inafis' di bagian samping mobil. Pada keterangan unggahan akun Instagram tersebut tertulis bahwa jasad itu ditemukan usai warga mencium bau tak sedap di sekitar lokasi. Jasad tanpa identitas itu kemudian dievakuasi dan masih dalam penyelidikan Polres Tangerang Selatan. ""Penemuan bermula saat warga mencium bau menyengat seperti bangkai di sekitar lokasi. Saat ini, jenazah telah dievakuasi dan tengah dalam proses penyidikan oleh tim forensik Polres Tangerang Selatan,""tulis dalam unggahan akun Instagram @kabar.cisauk.",REAL,https://megapolitan.kompas.com/read/2025/07/18/07044221/mayat-perempuan-ditemukan-di-cisauk-dalam-kondisi-tangan-terborgol,Kompas.com,News,2056,66,2025-07-19 08:13:17
Transjakarta Rute Blok M- Ancol Ditargetkan Launching Agustus 2025,"JAKARTA, KOMPAS.com -Wakil Gubernur JakartaRano Karnomemperkirakan rute baruTransjakartajurusan Ancol–Blok M akan diluncurkan pada Agustus 2025. Perkiraan tersebut didasarkan pada jadwal dimulainya pertandingan Liga 1 2025. “Belum tentu bulan ini (diluncurkan). Tapi artinya, kalau kita hitung dari mulai Persija dan mulai Liga, mungkin di sekitar Agustus lah, mulai bulan depan,” ucap Rano kepada wartawan di Lapangan STIK Pamentas, Jakarta Selatan, Sabtu (19/7/2025). Saat ini, rute tersebut masih dalam tahap perancangan sambil menyesuaikan dengan kondisi wilayah Ancol, yang tengah mengalami pengerjaan proyek di Jalan R.E. Martadinata. “Artinya kita harus desain akan bagaimana. Tapi itu artinya, itu akan menjadi fokus (Pemprov). Karena apa? JIS (Jakarta International Stadium) akan hidup,” ujar Rano. “Apalagi dengan Persija sudahhome basedi situ. Jadi ini tugas kepada Transjakarta harus bisa menyalurkan (masyarakat) ke sana. Apalagi kita sudah istilahnya mewakafkan 30 unit busbrandingPersija,” sambungnya. Sebelumnya, Gubernur Jakarta Pramono Anung mengungkapkan bahwa Pemerintah Provinsi DKI tengah mengembangkan Blok M sebagai salah satu pusat aktivitas warga. Pramono mengatakan, berbagai rute ke Blok M telah dibuka untuk memudahkan akses masyarakat, baik dari dalam maupun luar Jakarta. “Ketika kami melakukan renovasi Blok M, orang awalnya memandang setengah hati. Sekarang semua datang ke Blok M dan memberikan apresiasi karena lebih bersih dan lebih gampang diakses,” kata Pramono di kawasan Kelapa Gading, Kamis (26/6/2025). Sejumlah rute Transjakarta yang telah tersedia antara lain PIK 2–Blok M, Alam Sutera–Blok M, dan Bogor–Blok M. Sementara itu, PT Transportasi Jakarta siap untuk membuka rute Transjakarta jurusan Blok M–Ancol dalam waktu dekat. Direktur UtamaTransJakartaWelfizon Yuza mengatakan, seluruh persiapan teknis pembukaan Transjakarta rute Blok M–Ancol sudah selesai. “Tunggu tanggal mainnya. Kami masih menunggu waktunya. Nanti berkenan Pak Gubernur yang meresmikan,” ujar Welfizon usai penandatanganan MoU TransJakarta dan Persija Jakarta, Selasa (15/7/2025).",REAL,https://megapolitan.kompas.com/read/2025/07/19/14403781/transjakarta-rute-blok-m-ancol-ditargetkan-launching-agustus-2025,Kompas.com,News,2098,66,2025-07-19 08:13:17
"Enggan Langsung Tinjau Kebakaran di Tebet, Rano Karno: Kalau Saya Datang Malah Bikin Kisruh","JAKARTA, KOMPAS.com -Wakil Gubernur JakartaRano Karnomengaku enggan untuk berkunjung langsung ke tempat-tempat yang tengah mengalami peristiwa kebakaran karena khawatir malah akan mengganggu. Hal itu ia sampaikan sehubungan dengan peristiwa kebakaran rumah yang terjadi di Jalan Kutilang, Bukit Duri, Tebet, Jakarta Selatan, pada Sabtu (19/7/2025) pagi. “Kadang-kadang kalau saya datang ke tempat begitu (TKP kebakaran) bukan membantu, malah jadi bikin kisruh. Ya maaf, mungkin masyarakat antusias menyambut, tapi saya pantau kok,” kata Rano kepada wartawan di Lapangan STIK Pamentas, Jakarta Selatan, Sabtu. Meski begitu, ia memastikan tetap mengawasi proses penanganan kebakaran yang menewaskan empat anak-anak tersebut. Rano menjelaskan, seluruh tim dan dinas terkait semuanya sudah ke lokasi tanpa menunggu instruksi lebih lanjut. Oleh karena itu, kunjungannya ke TKP memungkinkan baru bisa dilakukan usai situasi sudah lebih kondusif sehingga tak mengganggu para petugas yang masih bertugas. “Cuma memang kalau kita berkunjung, mungkin lebih bagus kalau suasananya sudah agak normal dalam pengertian, supaya enggak menghambat operasional yang ada di sana,” jelasnya. Sebelumnya diberitakan, empat anak tewas dalam kebakaran rumah kontrakan di Jalan Kutilang, Bukit Duri, Tebet, Jakarta Selatan, Sabtu pagi. Keempat korban tewas dalam peristiwa ini berinisial L (13), K (3), A (7), dan A (4). Kedua korban tewas berinisial A merupakan kakak-beradik. Saat ini seluruh jenazah keempat korban telah dilarikan ke Rumah Sakit Polri Kramat Jati, Jakarta Timur. Petugas menduga kebakaran yang disebabkan oleh korsleting.",REAL,https://megapolitan.kompas.com/read/2025/07/19/14262591/enggan-langsung-tinjau-kebakaran-di-tebet-rano-karno-kalau-saya-datang,Kompas.com,News,1617,91,2025-07-19 08:13:17
Pelanggaran Operasi Patuh Jaya 2025 di Bekasi Didominasi Pengendara Lawan Arah,"BEKASI, KOMPAS.com -Pengendara yang melawan arah mendominasi pelanggaran yang ditindak dalamOperasi Patuh Jaya2025 di KabupatenBekasi, Jawa Barat. ""Dalam kurun tiga hari pertama OperasiPatuh Jaya 2025, ada 84 kendaraan terkena tilang dan pelanggaranlawan arahmenjadi jenis pelanggaran paling banyak ditemukan,"" kata Kepala Satuan Satuan Lalu Lintas (Satlantas) Kepolisian Resor Metropolitan Bekasi Polres Metro Bekasi Kompol Sugihartono, dilansir dari Antara, Jumat (18/7/2025). Sugihartono menjelaskan, operasi kepolisian dengan sandi Patuh Jaya ini bertujuan meningkatkan kesadaran masyarakat akan pentingnya tertib berlalu lintas demi keamanan dan keselamatan bersama. Dari total pelanggaran yang tercatat, melawan arus menjadi pelanggaran terbanyak dengan 27 kasus. Jenis pelanggaran lain yang juga dominan adalah tidak memakai helm sebanyak 16 kasus, serta tidak menggunakan sabuk pengaman sebanyak 10 kasus. Ia menambahkan, terdapat pula beberapa pelanggaran lain, yakni berboncengan lebih dari dua orang, pengendara di bawah umur, dan pengendara tanpa Surat Izin Mengemudi (SIM), meski jumlahnya tidak signifikan. Adapun Operasi Patuh Jaya 2025 memiliki sejumlah target pelanggaran utama, di antaranya menggunakan ponsel saat berkendara, pengendara di bawah umur, berboncengan lebih dari satu orang, tidak menggunakan helm berstandar SNI serta tidak memakai sabuk pengaman. Jenis pelanggaran lainnya adalah berkendara dalam pengaruh alkohol, lawan arah, melebihi batas kecepatan serta kendaraan tanpa Tanda Nomor Kendaraan Bermotor (TNKB) atau menggunakan pelat nomor palsu. Sugihartono berharap, melalui penindakan ini, masyarakat semakin sadar akan pentingnya tertib berlalu lintas untuk menciptakan kenyamanan dan keselamatan bersama. ""Mari kita tertib berlalu lintas demi keselamatan bersama dan mendukung terwujudnya Indonesia emas,"" kata dia.",REAL,https://megapolitan.kompas.com/read/2025/07/19/14072351/pelanggaran-operasi-patuh-jaya-2025-di-bekasi-didominasi-pengendara-lawan,Kompas.com,News,1855,78,2025-07-19 08:13:17
Kronologi Kebakaran Rumah di Tebet yang Tewaskan 4 Bocah,"JAKARTA, KOMPAS.com -Kebakaran melanda sebuah rumah kontrakan di Jalan Kutilang, Bukit Duri, Tebet, Jakarta Selatan, pada Sabtu (19/7/2025) pagi hingga mengakibatkan empat anak tewas. Kepala Suku Dinas Gulkarmat Jakarta Selatan, Syamsul Huda, menjelaskan, insiden kebakaran pertama kali diketahui oleh warga sekitar pukul 06.23 WIB. Warga kemudian langsung melaporkan temuan tersebut ke petugas pemadam kebakaran. ""Warga sekitar TKP melihat kebakaran lalu meminta salah seorang warga untuk melapor ke damkar,"" ujar Syamsul, Sabtu. ACHMAD NASRUDIN YAHYA/KOMPAS.comKebakaran yang melanda rumah kontrakan di Jalan Kutilang, Bukit Duri, Tebet, Jakarta Selatan, Sabtu (19/7/2025) pagi, menewaskan empat orang.Tak berselang lama, petugas tiba di lokasi kejadian, tetapi api sudah dalam kondisi membesar. Pada saat itu juga, terdapat salah satu orangtua yang sempat meminta tolong petugas pemadam kebakaran untuk menyelamatkan anaknya yang terjebak di lantai dua. Menurut Syamsul, orangtua tersebut meminta tolong kepada petugas setelah berhasil menyelamatkan diri dari kobaran api. Namun, petugas yang baru tiba di lokasi tak berhasil menyelamatkan nyawa sang anak lantaran gagal menembus kobaran api di lantai dua. ""Setelah petugas pertama datang, orangtua meminta tolong untuk menyelamatkan anaknya yang terjebak, petugas yang sudah menggunakan alat SCBA tidak berhasil menembus untuk menyelamatkan karena api sudah besar,"" jelas Syamsul. Berdasarkan informasi yang diterimanya, sejumlah warga berupaya menyelamatkan diri dengan meloncat melalui jendela lantai dua kontrakan ketika petugas tiba di lokasi. Namun, empat anak yang tak sempat diselamatkan orangtuanya terjebak dan meninggal di lantai dua kontrakan. ""Dikarenakan panik akhirnya korban jiwa terdiri dari anak-anak tertinggal, orangtua korban tidak sempat membawa anak untuk menghindar dari kebakaran,"" imbuh dia. Sebelumnya diberitakan, empat anak tewas dalam kebakaran rumah kontrakan di Jalan Kutilang, Bukit Duri, Tebet, Jakarta Selatan, Sabtu (19/7/2025) pagi. Keempat korban tewas dalam peristiwa ini berinisial L (13), K (3), A (7) dan A (4). Kedua korban tewas berinisial A merupakan kakak-beradik. Saat ini seluruh jenazah keempat korban telah dilarikan ke Rumah Sakit Polri, Kramat Jati, Jakarta Timur. Petugas menduga kebakaran disebabkan karena korsleting listrik.",REAL,https://megapolitan.kompas.com/read/2025/07/19/13165411/kronologi-kebakaran-rumah-di-tebet-yang-tewaskan-4-bocah,Kompas.com,News,2333,56,2025-07-19 08:13:17
